owner,artist,plays,minutes,first_played,last_played,rank_in_owner,shared_by_both
Roman,Hunter Oliveri,1,3.0,2022-04-10,2022-04-10,2929,False
Roman,Hype Right,1,1.3,2026-01-07,2026-01-07,2930,False
Roman,Hyper,1,0.1,2022-05-10,2022-05-10,2931,False
Roman,Hypnose,1,0.2,2022-04-01,2022-04-01,2932,False
Roman,I AM,1,0.3,2023-08-22,2023-08-22,2933,False
Roman,I Am Ghost,1,0.2,2022-02-10,2022-02-10,2934,False
Roman,I Call Fives,1,0.1,2022-02-27,2022-02-27,2935,False
Roman,I Promised The World,1,4.1,2025-12-14,2025-12-14,2936,False
Roman,I Will Never Be The Same,1,0.4,2022-03-01,2022-03-01,2937,False
Roman,IC3PEAK,1,0.4,2021-12-15,2021-12-15,2938,False
Roman,IDLES,1,0.1,2021-10-07,2021-10-07,2939,False
Roman,ILÆNDER,1,3.8,2025-12-09,2025-12-09,2940,False
Roman,IMPVLSE,1,3.1,2025-12-14,2025-12-14,2941,False
Roman,IONA,1,1.5,2026-01-18,2026-01-18,2942,False
Roman,Ibaraki,1,0.1,2023-09-18,2023-09-18,2943,False
Roman,Ice Sealed Eyes,1,2.7,2025-09-02,2025-09-02,2944,False
Roman,Idan Raichel,1,0.0,2019-09-12,2019-09-12,2945,True
Roman,Idols and Illusions,1,0.1,2024-06-17,2024-06-17,2946,False
Roman,Idris Elba,1,0.2,2025-10-22,2025-10-22,2947,False
Roman,Iggy Pop,1,3.6,2022-09-02,2022-09-02,2948,False
Roman,Imanbek,1,0.0,2021-11-17,2021-11-17,2949,False
Roman,Immortal,1,2.3,2025-12-02,2025-12-02,2950,False
Roman,Imonolith,1,0.2,2022-05-03,2022-05-03,2951,False
Roman,In Fear,1,0.2,2024-04-08,2024-04-08,2952,False
Roman,In Fear And Faith,1,0.1,2022-11-29,2022-11-29,2953,False
Roman,In Gloom,1,0.2,2023-11-20,2023-11-20,2954,False
Roman,In Virtue,1,0.4,2025-10-20,2025-10-20,2955,False
Roman,Ina Wroldsen,1,2.8,2020-05-21,2020-05-21,2956,False
Roman,Inanna,1,0.0,2020-08-22,2020-08-22,2957,False
Roman,Indigo Blaze,1,0.1,2024-07-23,2024-07-23,2958,False
Roman,Indigo Storm,1,0.1,2023-10-04,2023-10-04,2959,False
Roman,Indistinct,1,3.0,2024-01-21,2024-01-21,2960,False
Roman,Inigo Pascual,1,2.9,2020-08-25,2020-08-25,2961,False
Roman,Inner Echo,1,4.1,2022-06-30,2022-06-30,2962,False
Roman,Interloper,1,0.1,2023-10-04,2023-10-04,2963,False
Roman,Into The Nightcore,1,2.8,2021-02-21,2021-02-21,2964,False
Roman,Ions,1,4.6,2025-12-09,2025-12-09,2965,False
Roman,Isidorus,1,2.3,2026-05-06,2026-05-06,2966,False
Roman,Issues,1,0.3,2023-11-21,2023-11-21,2967,False
Roman,It Dies Today,1,3.2,2023-09-08,2023-09-08,2968,False
Roman,J.J. Cale,1,0.0,2022-02-25,2022-02-25,2969,False
Roman,JAXN,1,1.0,2021-12-15,2021-12-15,2970,False
Roman,JAXSON GAMBLE,1,0.2,2022-02-25,2022-02-25,2971,False
Roman,JBEE,1,1.6,2025-12-31,2025-12-31,2972,False
Roman,JDanny,1,0.2,2021-06-21,2021-06-21,2973,False
Roman,JILUKA,1,4.1,2024-12-09,2024-12-09,2974,False
Roman,JIRO,1,2.3,2025-12-07,2025-12-07,2975,False
Roman,JVKE,1,1.7,2024-04-08,2024-04-08,2976,False
Roman,JVZEL,1,0.1,2023-09-28,2023-09-28,2977,False
Roman,Jack Broadbent,1,0.1,2022-02-25,2022-02-25,2978,False
Roman,Jack Harlow,1,0.0,2022-06-20,2022-06-20,2979,True
Roman,Jack Off Jill,1,1.8,2022-03-13,2022-03-13,2980,False
Roman,Jack Ü,1,0.0,2026-01-18,2026-01-18,2981,False
Roman,Jackson Dean,1,2.8,2022-04-10,2022-04-10,2982,False
Roman,Jacob Banks,1,0.0,2022-02-25,2022-02-25,2983,True
Roman,Jade,1,0.0,2020-08-25,2020-08-25,2984,False
Roman,Jaeden Camstra,1,1.3,2026-01-06,2026-01-06,2985,False
Roman,Jamestown Story,1,0.1,2022-03-06,2022-03-06,2986,False
Roman,Jane's Addiction,1,0.1,2022-12-22,2022-12-22,2987,False
Roman,Jason Aalon Butler,1,0.2,2022-07-22,2022-07-22,2988,False
Roman,Jason Mraz,1,0.0,2019-09-12,2019-09-12,2989,True
Roman,Jasta,1,0.0,2022-11-09,2022-11-09,2990,False
Roman,Jaymes Young,1,0.0,2022-04-04,2022-04-04,2991,False
Roman,Jazza Mazza,1,2.0,2026-01-06,2026-01-06,2992,False
Roman,Jazzamass,1,1.9,2026-01-04,2026-01-04,2993,False
Roman,Jean-Philippe Rameau,1,4.8,2024-02-24,2024-02-24,2994,False
Roman,Jeffrey Nothing,1,0.4,2022-05-03,2022-05-03,2995,False
Roman,Jenna Raine,1,2.0,2023-12-09,2023-12-09,2996,False
Roman,Jeremy McComb,1,0.0,2022-04-10,2022-04-10,2997,False
Roman,Jeremy Zucker,1,0.4,2019-09-13,2019-09-13,2998,False
Roman,Jeris Johnson,1,0.1,2023-09-06,2023-09-06,2999,False
Roman,Jerry Cantrell,1,0.1,2021-11-26,2021-11-26,3000,False
Roman,Jet Black Stare,1,0.0,2021-05-13,2021-05-13,3001,False
Roman,Jigsaw Youth,1,0.8,2023-09-04,2023-09-04,3002,False
Roman,JimmieLuv,1,1.7,2026-01-07,2026-01-07,3003,False
Roman,Jinja,1,0.0,2021-04-01,2021-04-01,3004,False
Roman,JoJo,1,3.7,2019-09-13,2019-09-13,3005,False
Roman,Joan Jett & the Blackhearts,1,1.2,2022-02-14,2022-02-14,3006,False
Roman,Job For A Cowboy,1,0.8,2023-12-26,2023-12-26,3007,False
Roman,Joe Ford,1,0.0,2022-12-14,2022-12-14,3008,False
Roman,Joel Adams,1,0.0,2019-09-11,2019-09-11,3009,False
Roman,Joep Beving,1,3.7,2024-02-24,2024-02-24,3010,False
Roman,Johann Pachelbel,1,5.0,2024-02-23,2024-02-23,3011,False
Roman,John Dolmayan,1,0.1,2022-11-23,2022-11-23,3012,False
Roman,Johnny Cash,1,0.0,2022-02-25,2022-02-25,3013,False
Roman,Johnny Orlando,1,0.8,2023-12-26,2023-12-26,3014,False
Roman,Joi Casette,1,1.8,2026-01-07,2026-01-07,3015,False
Roman,Jon Albreit,1,2.2,2026-05-06,2026-05-06,3016,False
Roman,Jon Hopkins,1,2.2,2026-03-24,2026-03-24,3017,False
Roman,Jordan Clarke,1,0.0,2020-08-30,2020-08-30,3018,False
Roman,Jordan Maxwell,1,0.9,2022-04-20,2022-04-20,3019,False
Roman,Josa,1,2.0,2026-01-04,2026-01-04,3020,False
Roman,Josephe Burke,1,2.3,2026-05-06,2026-05-06,3021,False
Roman,Joviano Carrera,1,2.5,2026-05-06,2026-05-06,3022,False
Roman,Joywave,1,0.5,2022-03-06,2022-03-06,3023,False
Roman,Judge D,1,0.2,2022-07-24,2022-07-24,3024,False
Roman,Judgement,1,0.1,2024-02-22,2024-02-22,3025,False
Roman,Julien Trevant,1,2.5,2026-05-06,2026-05-06,3026,False
Roman,Julien-K,1,0.1,2022-09-28,2022-09-28,3027,False
Roman,Jung Kook,1,3.1,2023-11-19,2023-11-19,3028,False
Roman,Junkyard Drive,1,0.2,2022-03-08,2022-03-08,3029,False
Roman,Jupiluxe,1,0.1,2026-03-24,2026-03-24,3030,False
Roman,Just a Mess,1,0.0,2023-06-06,2023-06-06,3031,False
Roman,Justice Skolnik,1,0.6,2019-10-27,2019-10-27,3032,False
Roman,Justin Timberlake,1,4.5,2026-04-14,2026-04-14,3033,True
Roman,Justus Bennetts,1,0.0,2023-01-04,2023-01-04,3034,False
Roman,Jutes,1,2.3,2021-12-11,2021-12-11,3035,False
Roman,K9 Division,1,1.7,2026-01-07,2026-01-07,3036,False
Roman,KID BRUNSWICK,1,0.1,2024-02-22,2024-02-22,3037,False
Roman,KIDPUNK,1,0.1,2026-03-24,2026-03-24,3038,False
Roman,KLIO,1,2.7,2021-03-25,2021-03-25,3039,False
Roman,KNIFE BRIDE,1,0.2,2023-12-18,2023-12-18,3040,False
Roman,KRANE,1,0.4,2019-09-10,2019-09-10,3041,False
Roman,KUURO,1,0.4,2021-11-17,2021-11-17,3042,False
Roman,KXLLSWXTCH,1,0.1,2023-07-25,2023-07-25,3043,False
Roman,Kainbeats,1,0.2,2024-08-13,2024-08-13,3044,False
Roman,Kalmah,1,3.8,2024-01-30,2024-01-30,3045,False
Roman,Kanaria,1,0.5,2021-06-11,2021-06-11,3046,False
Roman,Kanine,1,0.1,2026-04-26,2026-04-26,3047,False
Roman,Karen Alice,1,1.9,2026-01-04,2026-01-04,3048,False
Roman,Karmanjakah,1,0.2,2025-08-20,2025-08-20,3049,False
Roman,Kataklysm,1,4.9,2024-01-30,2024-01-30,3050,False
Roman,Katatonia,1,0.4,2021-09-26,2021-09-26,3051,False
Roman,Katy McAllister,1,0.3,2022-03-07,2022-03-07,3052,False
Roman,Keeping Secrets,1,1.2,2022-02-23,2022-02-23,3053,False
Roman,Kenshi Yonezu,1,3.2,2025-07-21,2025-07-21,3054,False
Roman,Kerbera,1,0.0,2020-08-25,2020-08-25,3055,False
Roman,Kevin Rudolf,1,0.5,2022-03-17,2022-03-17,3056,False
Roman,Kevin Walkman,1,0.1,2024-04-07,2024-04-07,3057,False
Roman,Keyblade,1,0.1,2022-03-14,2022-03-14,3058,False
Roman,Khemmis,1,0.2,2023-09-18,2023-09-18,3059,False
Roman,Kid Rock,1,4.4,2022-08-10,2022-08-10,3060,False
Roman,Kill Hannah,1,1.9,2022-05-03,2022-05-03,3061,False
Roman,Killstreak,1,0.2,2023-11-08,2023-11-08,3062,False
Roman,King 810,1,3.2,2024-01-30,2024-01-30,3063,False
Roman,King Diamond,1,0.2,2025-01-10,2025-01-10,3064,False
Roman,King Mothership,1,0.8,2023-08-28,2023-08-28,3065,False
Roman,King Princess,1,0.0,2019-10-07,2019-10-07,3066,False
Roman,Kissing Candice,1,0.0,2022-10-30,2022-10-30,3067,False
Roman,Klemsis,1,2.2,2024-08-13,2024-08-13,3068,False
Roman,Knowmadic,1,1.9,2026-01-04,2026-01-04,3069,False
Roman,Kobra And The Lotus,1,0.4,2019-10-15,2019-10-15,3070,False
Roman,Kodie Shane,1,0.2,2022-04-01,2022-04-01,3071,False
Roman,Kontrust,1,3.5,2022-06-22,2022-06-22,3072,False
Roman,Kordhell,1,0.0,2023-05-26,2023-05-26,3073,False
Roman,Korey Wade,1,1.5,2026-01-06,2026-01-06,3074,False
Roman,Kottonmouth Kings,1,0.5,2022-07-24,2022-07-24,3075,False
Roman,Krashkarma,1,4.8,2024-11-25,2024-11-25,3076,False
Roman,Kryn,1,1.1,2022-05-03,2022-05-03,3077,False
Roman,Krynoze,1,1.6,2026-01-04,2026-01-04,3078,False
Roman,Kungers,1,0.2,2022-06-21,2022-06-21,3079,False
Roman,Kutless,1,2.2,2022-09-13,2022-09-13,3080,False
Roman,Kyng,1,0.3,2022-08-19,2022-08-19,3081,False
Roman,Kyoko Waters,1,1.2,2022-02-10,2022-02-10,3082,False
Roman,L.B. One,1,0.8,2021-06-21,2021-06-21,3083,False
Roman,L7,1,0.1,2022-02-24,2022-02-24,3084,False
Roman,LADYBABY,1,3.6,2025-10-24,2025-10-24,3085,False
Roman,LASTELLE,1,0.1,2023-09-06,2023-09-06,3086,False
Roman,LIAR,1,0.4,2025-11-19,2025-11-19,3087,False
Roman,LIMBS,1,0.1,2023-12-05,2023-12-05,3088,False
Roman,LYELL,1,0.5,2022-03-02,2022-03-02,3089,False
Roman,LYLVC,1,1.6,2022-10-05,2022-10-05,3090,False
Roman,Labrinth,1,0.1,2024-03-02,2024-03-02,3091,True
Roman,Ladders on Tables,1,0.1,2025-06-25,2025-06-25,3092,False
Roman,Ladrones,1,4.0,2025-12-14,2025-12-14,3093,False
Roman,Lambrini Girls,1,1.6,2023-09-04,2023-09-04,3094,False
Roman,Landon Tewers,1,0.2,2023-09-06,2023-09-06,3095,False
Roman,Laura Karpman,1,3.0,2024-08-13,2024-08-13,3096,False
Roman,Lauren Aquilina,1,0.0,2021-07-06,2021-07-06,3097,False
Roman,Lawrence Walther,1,2.3,2024-08-13,2024-08-13,3098,False
Roman,Layto,1,0.0,2023-05-26,2023-05-26,3099,False
Roman,Le Destroy,1,0.1,2023-09-28,2023-09-28,3100,False
Roman,Le Pug,1,1.6,2026-01-07,2026-01-07,3101,False
Roman,LeAnn Rimes,1,0.1,2026-04-14,2026-04-14,3102,False
Roman,Leah Kate,1,0.0,2022-03-01,2022-03-01,3103,False
Roman,Lee McKinney,1,0.1,2023-09-11,2023-09-11,3104,False
Roman,Lena,1,0.1,2020-09-13,2020-09-13,3105,False
Roman,Lennon Stella,1,3.5,2019-09-21,2019-09-21,3106,False
Roman,Lenny Cooper,1,0.0,2021-07-30,2021-07-30,3107,False
Roman,Leona Lewis,1,0.0,2019-09-12,2019-09-12,3108,False
Roman,Liam Löw,1,2.6,2026-05-06,2026-05-06,3109,False
Roman,Lifeline International,1,0.1,2022-04-21,2022-04-21,3110,False
Roman,Light the Fire,1,0.2,2024-07-18,2024-07-18,3111,False
Roman,Lihi Toledano,1,0.1,2026-02-01,2026-02-01,3112,False
Roman,Lil Jon & The East Side Boyz,1,0.5,2022-03-25,2022-03-25,3113,False
Roman,Lil Leaf,1,2.0,2026-01-04,2026-01-04,3114,False
Roman,Lil Peep,1,0.1,2022-03-06,2022-03-06,3115,False
Roman,Lil Tecca,1,0.0,2019-09-13,2019-09-13,3116,True
Roman,Lil Yachty,1,1.2,2024-04-26,2024-04-26,3117,False
Roman,Lilith PH,1,1.2,2023-10-10,2023-10-10,3118,False
Roman,Lillasyster,1,0.1,2022-03-08,2022-03-08,3119,False
Roman,Little V.,1,3.4,2021-11-09,2021-11-09,3120,False
Roman,Liv Sin,1,0.9,2023-06-19,2023-06-19,3121,False
Roman,Live Without,1,1.4,2023-09-01,2023-09-01,3122,False
Roman,Livealie,1,3.8,2025-01-12,2025-01-12,3123,False
Roman,Living Room,1,2.6,2024-08-13,2024-08-13,3124,False
Roman,Livløst,1,0.1,2021-09-20,2021-09-20,3125,False
Roman,Lock,1,1.9,2026-01-06,2026-01-06,3126,False
Roman,Locket,1,0.0,2022-02-24,2022-02-24,3127,False
Roman,Lofi Link,1,0.3,2026-01-18,2026-01-18,3128,False
Roman,Lone Survivors,1,3.3,2025-09-03,2025-09-03,3129,False
Roman,LongDrop,1,0.9,2024-12-09,2024-12-09,3130,False
Roman,Loose Principles,1,2.1,2026-01-07,2026-01-07,3131,False
Roman,Lorene Drive,1,0.1,2022-07-22,2022-07-22,3132,False
Roman,Lost Neko,1,1.6,2026-01-07,2026-01-07,3133,False
Roman,Lost in Hollywood,1,0.1,2026-02-07,2026-02-07,3134,False
Roman,Louis The Child,1,1.4,2019-10-07,2019-10-07,3135,False
Roman,Louk,1,2.4,2024-08-13,2024-08-13,3136,False
Roman,Lovejoy,1,3.2,2023-12-07,2023-12-07,3137,False
Roman,LowBuz,1,0.0,2022-09-28,2022-09-28,3138,False
Roman,Lowfye 50,1,4.6,2023-12-18,2023-12-18,3139,False
Roman,Lucia,1,0.2,2022-04-10,2022-04-10,3140,False
Roman,Ludovico Einaudi,1,2.9,2024-02-24,2024-02-24,3141,False
Roman,Ludwig Bern,1,2.8,2026-05-06,2026-05-06,3142,False
Roman,Ludwig Göransson,1,1.9,2026-03-24,2026-03-24,3143,False
Roman,Lumen Atlas,1,2.2,2026-01-21,2026-01-21,3144,False
Roman,Lund,1,0.0,2022-03-06,2022-03-06,3145,False
Roman,Lynyrd Skynyrd,1,3.2,2021-09-16,2021-09-16,3146,False
Roman,Lyraen,1,2.2,2026-05-06,2026-05-06,3147,False
Roman,Lø Spirit,1,0.1,2023-07-31,2023-07-31,3148,False
Roman,MAIASAURA,1,0.4,2026-04-26,2026-04-26,3149,False
Roman,MARINA,1,0.0,2022-04-04,2022-04-04,3150,False
Roman,MAYFLOWER,1,3.6,2025-04-15,2025-04-15,3151,False
Roman,MEYTAL,1,4.5,2022-09-02,2022-09-02,3152,False
Roman,MGNA Crrrta,1,0.0,2025-11-30,2025-11-30,3153,False
Roman,MORAL,1,0.1,2025-10-16,2025-10-16,3154,False
Roman,MXZI,1,0.3,2026-05-06,2026-05-06,3155,False
Roman,Mad Kelly,1,0.2,2025-02-09,2025-02-09,3156,False
Roman,Mad at Gravity,1,0.4,2022-11-09,2022-11-09,3157,False
Roman,Maddie Zahm,1,1.4,2023-12-09,2023-12-09,3158,False
Roman,Maer,1,0.0,2021-09-17,2021-09-17,3159,False
Roman,Magdalene Rose,1,3.5,2025-06-25,2025-06-25,3160,False
Roman,Magna-Fi,1,0.9,2022-09-13,2022-09-13,3161,False
Roman,Make Out Monday,1,0.0,2021-09-15,2021-09-15,3162,False
Roman,Making Blind Eyes See,1,0.8,2023-11-27,2023-11-27,3163,False
Roman,Maleigh Zan,1,0.1,2026-03-28,2026-03-28,3164,False
Roman,Malora,1,0.6,2024-06-17,2024-06-17,3165,False
Roman,Manntra,1,0.0,2022-02-05,2022-02-05,3166,False
Roman,Maple's Pet Dinosaur,1,0.2,2025-11-30,2025-11-30,3167,False
Roman,Marcus King,1,0.1,2022-04-24,2022-04-24,3168,False
Roman,Maria Brink,1,0.6,2022-07-22,2022-07-22,3169,False
Roman,Marianas Trench,1,0.0,2022-03-04,2022-03-04,3170,False
Roman,Mario,1,0.0,2019-09-12,2019-09-12,3171,False
Roman,Mariya Takeuchi,1,1.2,2023-10-30,2023-10-30,3172,False
Roman,Marked;Life,1,3.0,2023-11-20,2023-11-20,3173,False
Roman,Marnik,1,0.4,2022-04-20,2022-04-20,3174,False
Roman,Marty Friedman,1,0.2,2022-12-20,2022-12-20,3175,False
Roman,Martyr Defiled,1,4.2,2024-02-09,2024-02-09,3176,False
Roman,Mary J. Blige,1,0.0,2022-02-12,2022-02-12,3177,False
Roman,Massive Scar Era,1,0.4,2023-09-02,2023-09-02,3178,False
Roman,Mastodon,1,0.1,2023-09-06,2023-09-06,3179,False
Roman,Matchbook Romance,1,1.4,2021-12-04,2021-12-04,3180,False
Roman,Matrix & Futurebound,1,0.0,2022-11-29,2022-11-29,3181,False
Roman,"Matt Hirt, Marc Ferrari & Andrea Love Ducas",1,0.4,2021-07-13,2021-07-13,3182,False
Roman,Matthew K. Heafy,1,0.0,2022-01-03,2022-01-03,3183,False
Roman,Mau,1,2.1,2024-08-13,2024-08-13,3184,False
Roman,Mausio,1,0.1,2026-04-22,2026-04-22,3185,False
Roman,Max Giesinger,1,1.8,2021-01-11,2021-01-11,3186,False
Roman,Max Swan,1,2.6,2026-05-06,2026-05-06,3187,False
Roman,McCafferty,1,0.0,2022-03-06,2022-03-06,3188,False
Roman,Mechagnome,1,0.1,2026-03-24,2026-03-24,3189,False
Roman,Meek Mill,1,0.1,2022-04-01,2022-04-01,3190,False
Roman,Meet Your Maker,1,0.1,2024-04-01,2024-04-01,3191,False
Roman,Megaherz,1,4.3,2021-11-09,2021-11-09,3192,False
Roman,Meghan Trainor,1,2.5,2019-09-12,2019-09-12,3193,True
Roman,Megosh,1,0.8,2023-09-11,2023-09-11,3194,False
Roman,Melanie Martinez,1,0.0,2022-04-04,2022-04-04,3195,False
Roman,Melvin Hull,1,3.0,2026-05-06,2026-05-06,3196,False
Roman,Merwis,1,3.0,2025-12-09,2025-12-09,3197,False
Roman,Message from Sylvia,1,4.6,2022-09-13,2022-09-13,3198,False
Roman,Metal Blossom 金属の花,1,0.5,2025-10-05,2025-10-05,3199,False
Roman,Metro Station,1,0.0,2026-04-15,2026-04-15,3200,False
Roman,Michael Jackson,1,0.9,2021-07-11,2021-07-11,3201,True
Roman,Michael Monroe,1,0.5,2022-05-03,2022-05-03,3202,False
Roman,Michelle Branch,1,0.1,2026-04-15,2026-04-15,3203,False
Roman,Mick Blankenship,1,0.9,2022-10-30,2022-10-30,3204,False
Roman,Mika Akakuma,1,0.1,2025-10-27,2025-10-27,3205,False
Roman,Mike Nora,1,2.0,2025-12-30,2025-12-30,3206,False
Roman,Mike Perry,1,2.1,2020-06-21,2020-06-21,3207,False
Roman,Mike Posner,1,0.0,2019-09-12,2019-09-12,3208,False
Roman,Miki Matsubara,1,0.6,2023-10-30,2023-10-30,3209,False
Roman,Miklez,1,0.1,2019-11-01,2019-11-01,3210,False
Roman,Millencolin,1,0.0,2021-09-15,2021-09-15,3211,False
Roman,Mindcollision,1,4.0,2022-06-22,2022-06-22,3212,False
Roman,Mindset Evolution,1,3.4,2021-11-09,2021-11-09,3213,False
Roman,Minelli,1,0.2,2022-04-01,2022-04-01,3214,False
Roman,Miri Mesika,1,0.1,2022-03-04,2022-03-04,3215,False
Roman,Mirrortalk,1,4.7,2024-02-09,2024-02-09,3216,False
Roman,Miserys End,1,0.2,2023-08-22,2023-08-22,3217,False
Roman,Misfits,1,1.0,2021-12-25,2021-12-25,3218,False
Roman,MoTHER,1,2.9,2022-03-12,2022-03-12,3219,False
Roman,Modern Color,1,0.2,2023-06-14,2023-06-14,3220,False
Roman,Mokita,1,2.4,2023-12-22,2023-12-22,3221,False
Roman,Moments,1,0.1,2023-11-01,2023-11-01,3222,False
Roman,Momma,1,0.1,2023-04-20,2023-04-20,3223,False
Roman,Money,1,4.2,2023-06-14,2023-06-14,3224,False
Roman,Mono,1,1.2,2026-01-18,2026-01-18,3225,False
Roman,Monosphere,1,0.1,2024-11-08,2024-11-08,3226,False
Roman,Monument Of A Memory,1,0.1,2025-07-21,2025-07-21,3227,False
Roman,Moon Byul,1,0.0,2022-03-06,2022-03-06,3228,False
Roman,Moore Kismet,1,0.2,2022-04-01,2022-04-01,3229,False
Roman,Moose Blood,1,0.1,2022-02-27,2022-02-27,3230,False
Roman,Moray Pringle,1,0.1,2025-11-01,2025-11-01,3231,False
Roman,Morbid Angel,1,0.4,2023-08-01,2023-08-01,3232,False
Roman,Morgan Wallen,1,0.6,2024-02-23,2024-02-23,3233,True
Roman,Mori Calliope,1,4.9,2021-12-01,2021-12-01,3234,False
Roman,Mors Subita,1,3.3,2024-01-30,2024-01-30,3235,False
Roman,Mother Mother,1,0.1,2022-04-24,2022-04-24,3236,False
Roman,Motograter,1,1.7,2022-08-17,2022-08-17,3237,False
Roman,Motor Sister,1,0.0,2022-05-03,2022-05-03,3238,False
Roman,Mount Mary,1,0.1,2022-05-03,2022-05-03,3239,False
Roman,Mourn,1,0.1,2025-01-27,2025-01-27,3240,False
Roman,Mourning Sun,1,3.6,2023-04-27,2023-04-27,3241,False
Roman,Mousemat,1,0.1,2020-09-11,2020-09-11,3242,False
Roman,Mr Clyde,1,1.3,2026-01-04,2026-01-04,3243,False
Roman,Mr. Käfer,1,1.6,2026-01-06,2026-01-06,3244,False
Roman,Mr. Owie,1,0.1,2023-06-27,2023-06-27,3245,False
Roman,Msrayray6532,1,2.9,2021-02-21,2021-02-21,3246,False
Roman,Mudhead,1,0.0,2023-04-27,2023-04-27,3247,False
Roman,Mugshot,1,3.1,2025-06-25,2025-06-25,3248,False
Roman,Mujo,1,1.9,2024-08-13,2024-08-13,3249,False
Roman,Muni Long,1,0.1,2024-04-08,2024-04-08,3250,False
Roman,Mushmellow,1,3.0,2022-09-02,2022-09-02,3251,False
Roman,My Diligent Future,1,2.0,2021-10-12,2021-10-12,3252,False
Roman,Myles Dale,1,2.4,2026-05-06,2026-05-06,3253,False
Roman,Mylène & Rosanne,1,2.1,2024-04-07,2024-04-07,3254,False
Roman,NEMOPHILA,1,0.4,2025-10-05,2025-10-05,3255,False
Roman,NERIAH,1,2.7,2023-12-07,2023-12-07,3256,False
Roman,NIKI,1,0.1,2024-05-15,2024-05-15,3257,False
Roman,NIve,1,0.1,2022-04-10,2022-04-10,3258,False
Roman,NOCTVRNAL,1,0.5,2025-11-25,2025-11-25,3259,False
Roman,NOFX,1,0.2,2022-02-27,2022-02-27,3260,False
Roman,NOISEMAKER,1,0.6,2022-04-24,2022-04-24,3261,False
Roman,NOVARA NYX,1,0.2,2026-04-26,2026-04-26,3262,False
Roman,NURKO,1,0.1,2023-05-07,2023-05-07,3263,False
Roman,NXCRE,1,0.1,2025-08-21,2025-08-21,3264,False
Roman,Nadav Cohen,1,2.5,2024-08-13,2024-08-13,3265,False
Roman,Nails,1,0.4,2024-09-05,2024-09-05,3266,False
Roman,Naked Gypsy Queens,1,0.6,2021-10-17,2021-10-17,3267,False
Roman,Nameless Planet,1,3.8,2025-12-07,2025-12-07,3268,False
Roman,Narnia,1,0.0,2019-10-15,2019-10-15,3269,False
Roman,Nascondiglio,1,2.2,2026-05-06,2026-05-06,3270,False
Roman,Natasha Bedingfield,1,0.0,2019-09-12,2019-09-12,3271,True
Roman,Nate Smith,1,0.0,2022-03-20,2022-03-20,3272,False
Roman,Navos,1,0.2,2022-04-01,2022-04-01,3273,False
Roman,Nazareth,1,0.0,2022-05-03,2022-05-03,3274,False
Roman,Nelly,1,0.1,2026-04-15,2026-04-15,3275,True
Roman,Nelly Furtado,1,0.0,2019-09-12,2019-09-12,3276,True
Roman,Neshiima,1,0.2,2020-08-09,2020-08-09,3277,False
Roman,Nestor,1,0.1,2022-05-03,2022-05-03,3278,False
Roman,Netta,1,0.0,2019-09-12,2019-09-12,3279,True
Roman,Never Ending Game,1,2.5,2023-12-17,2023-12-17,3280,False
Roman,Never Heard of It,1,3.5,2021-09-26,2021-09-26,3281,False
Roman,Nevrlands,1,0.0,2020-08-14,2020-08-14,3282,False
Roman,Nice Gii,1,2.1,2026-01-04,2026-01-04,3283,False
Roman,Nick & Simon,1,3.0,2021-01-11,2021-01-11,3284,False
Roman,Nicky Jam,1,2.4,2021-06-21,2021-06-21,3285,False
Roman,Nico Santos,1,0.0,2020-05-21,2020-05-21,3286,False
Roman,Night Fiends,1,3.1,2022-04-01,2022-04-01,3287,False
Roman,Night Verses,1,0.2,2024-02-13,2024-02-13,3288,False
Roman,Nightcore Hits,1,0.1,2021-03-25,2021-03-25,3289,False
Roman,Nightcore Ichiban,1,3.0,2021-03-25,2021-03-25,3290,False
Roman,Nightcore Reloaded,1,2.6,2021-03-25,2021-03-25,3291,False
Roman,Nina Kraviz,1,0.0,2023-09-28,2023-09-28,3292,False
Roman,No Face No Case,1,1.1,2024-02-07,2024-02-07,3293,False
Roman,No Life,1,3.3,2023-11-20,2023-11-20,3294,False
Roman,No Oath,1,0.1,2023-07-31,2023-07-31,3295,False
Roman,No Somos Marineros,1,0.1,2022-04-10,2022-04-10,3296,False
Roman,Noisebleed,1,0.0,2025-12-29,2025-12-29,3297,False
Roman,Noora Louhimo Experience,1,3.6,2022-03-11,2022-03-11,3298,False
Roman,Nora Lake,1,4.5,2023-11-26,2023-11-26,3299,False
Roman,Nordjevel,1,0.0,2024-07-09,2024-07-09,3300,False
Roman,Normundy,1,0.1,2024-07-23,2024-07-23,3301,False
Roman,Not My God,1,0.3,2021-11-16,2021-11-16,3302,False
Roman,Not My Weekend,1,0.1,2020-08-25,2020-08-25,3303,False
Roman,Not Tonight Josephine,1,0.1,2022-09-21,2022-09-21,3304,False
Roman,Notation,1,1.9,2025-12-30,2025-12-30,3305,False
Roman,Nothingface,1,0.0,2023-01-22,2023-01-22,3306,False
Roman,Nouri Yetgin,1,4.1,2024-05-04,2024-05-04,3307,False
Roman,Nuncc,1,1.9,2026-01-06,2026-01-06,3308,False
Roman,Nylist,1,3.7,2025-12-14,2025-12-14,3309,False
Roman,O'Brother,1,0.1,2025-11-19,2025-11-19,3310,False
Roman,O-Town,1,0.1,2026-04-15,2026-04-15,3311,False
Roman,OCT,1,8.5,2023-12-12,2023-12-12,3312,False
